state_name,parlimentary_constituency_name,assembly_constituency_name,nota_votes,candidate_name,party_name,votes_secured
Kerala,Alappuzha,AROOR,973,Adv. A M ARIFF,CPIM,65008.0
Kerala,Alappuzha,AROOR,973,Adv. PRASANTHBHIM,BSP,447.0
Kerala,Alappuzha,AROOR,973,Dr. K. S. RADHAKRISHNAN,BJP,25250.0
Kerala,Alappuzha,AROOR,973,Adv. SHANIMOL OSMAN,INC,65656.0
Kerala,Alappuzha,AROOR,973,A. AKHILESH,APoI,286.0
Kerala,Alappuzha,AROOR,973,R. PARTHASARATHY VARMA,SUCI(C),202.0
Kerala,Alappuzha,AROOR,973,VARKALA RAJ,PDP,149.0
Kerala,Alappuzha,AROOR,973,K. S. SHAN,SDPI,346.0
Kerala,Alappuzha,AROOR,973,THAHIR,IND,101.0
Kerala,Alappuzha,AROOR,973,VAYALAR RAJEEVAN,IND,134.0
Kerala,Alappuzha,AROOR,973,SATHEESH SHENOI,IND,179.0
Kerala,Alappuzha,AROOR,973,SANTHOSH THURAVOOR,IND,191.0
Kerala,Alappuzha,CHERTHALA,951,Adv. A M ARIFF,CPIM,83221.0
Kerala,Alappuzha,CHERTHALA,951,Adv. PRASANTHBHIM,BSP,461.0
Kerala,Alappuzha,CHERTHALA,951,Dr. K. S. RADHAKRISHNAN,BJP,22655.0
Kerala,Alappuzha,CHERTHALA,951,Adv. SHANIMOL OSMAN,INC,66326.0
Kerala,Alappuzha,CHERTHALA,951,A. AKHILESH,APoI,250.0
Kerala,Alappuzha,CHERTHALA,951,R. PARTHASARATHY VARMA,SUCI(C),100.0
Kerala,Alappuzha,CHERTHALA,951,VARKALA RAJ,PDP,68.0
Kerala,Alappuzha,CHERTHALA,951,K. S. SHAN,SDPI,139.0
Kerala,Alappuzha,CHERTHALA,951,THAHIR,IND,93.0
Kerala,Alappuzha,CHERTHALA,951,VAYALAR RAJEEVAN,IND,112.0
Kerala,Alappuzha,CHERTHALA,951,SATHEESH SHENOI,IND,154.0
Kerala,Alappuzha,CHERTHALA,951,SANTHOSH THURAVOOR,IND,103.0
Kerala,Alappuzha,ALAPPUZHA,1061,Adv. A M ARIFF,CPIM,65759.0
Kerala,Alappuzha,ALAPPUZHA,1061,Adv. PRASANTHBHIM,BSP,335.0
Kerala,Alappuzha,ALAPPUZHA,1061,Dr. K. S. RADHAKRISHNAN,BJP,21303.0
Kerala,Alappuzha,ALAPPUZHA,1061,Adv. SHANIMOL OSMAN,INC,65828.0
Kerala,Alappuzha,ALAPPUZHA,1061,A. AKHILESH,APoI,242.0
Kerala,Alappuzha,ALAPPUZHA,1061,R. PARTHASARATHY VARMA,SUCI(C),101.0
Kerala,Alappuzha,ALAPPUZHA,1061,VARKALA RAJ,PDP,238.0
Kerala,Alappuzha,ALAPPUZHA,1061,K. S. SHAN,SDPI,666.0
Kerala,Alappuzha,ALAPPUZHA,1061,THAHIR,IND,86.0
Kerala,Alappuzha,ALAPPUZHA,1061,VAYALAR RAJEEVAN,IND,64.0
Kerala,Alappuzha,ALAPPUZHA,1061,SATHEESH SHENOI,IND,110.0
Kerala,Alappuzha,ALAPPUZHA,1061,SANTHOSH THURAVOOR,IND,105.0
Kerala,Alappuzha,AMBALAPUZHA,755,Adv. A M ARIFF,CPIM,52521.0
Kerala,Alappuzha,AMBALAPUZHA,755,Adv. PRASANTHBHIM,BSP,199.0
Kerala,Alappuzha,AMBALAPUZHA,755,Dr. K. S. RADHAKRISHNAN,BJP,25061.0
Kerala,Alappuzha,AMBALAPUZHA,755,Adv. SHANIMOL OSMAN,INC,53159.0
Kerala,Alappuzha,AMBALAPUZHA,755,A. AKHILESH,APoI,202.0
Kerala,Alappuzha,AMBALAPUZHA,755,R. PARTHASARATHY VARMA,SUCI(C),218.0
Kerala,Alappuzha,AMBALAPUZHA,755,VARKALA RAJ,PDP,408.0
Kerala,Alappuzha,AMBALAPUZHA,755,K. S. SHAN,SDPI,1141.0
Kerala,Alappuzha,AMBALAPUZHA,755,THAHIR,IND,69.0
Kerala,Alappuzha,AMBALAPUZHA,755,VAYALAR RAJEEVAN,IND,82.0
Kerala,Alappuzha,AMBALAPUZHA,755,SATHEESH SHENOI,IND,74.0
Kerala,Alappuzha,AMBALAPUZHA,755,SANTHOSH THURAVOOR,IND,81.0
Kerala,Alappuzha,HARIPAD,586,Adv. A M ARIFF,CPIM,55601.0
Kerala,Alappuzha,HARIPAD,586,Adv. PRASANTHBHIM,BSP,301.0
Kerala,Alappuzha,HARIPAD,586,Dr. K. S. RADHAKRISHNAN,BJP,26238.0
Kerala,Alappuzha,HARIPAD,586,Adv. SHANIMOL OSMAN,INC,61445.0
Kerala,Alappuzha,HARIPAD,586,A. AKHILESH,APoI,229.0
Kerala,Alappuzha,HARIPAD,586,R. PARTHASARATHY VARMA,SUCI(C),230.0
Kerala,Alappuzha,HARIPAD,586,VARKALA RAJ,PDP,295.0
Kerala,Alappuzha,HARIPAD,586,K. S. SHAN,SDPI,291.0
Kerala,Alappuzha,HARIPAD,586,THAHIR,IND,76.0
Kerala,Alappuzha,HARIPAD,586,VAYALAR RAJEEVAN,IND,74.0
Kerala,Alappuzha,HARIPAD,586,SATHEESH SHENOI,IND,64.0
Kerala,Alappuzha,HARIPAD,586,SANTHOSH THURAVOOR,IND,80.0
Kerala,Alappuzha,KAYAMKULAM,697,Adv. A M ARIFF,CPIM,62370.0
Kerala,Alappuzha,KAYAMKULAM,697,Adv. PRASANTHBHIM,BSP,347.0
Kerala,Alappuzha,KAYAMKULAM,697,Dr. K. S. RADHAKRISHNAN,BJP,31660.0
Kerala,Alappuzha,KAYAMKULAM,697,Adv. SHANIMOL OSMAN,INC,58073.0
Kerala,Alappuzha,KAYAMKULAM,697,A. AKHILESH,APoI,259.0
Kerala,Alappuzha,KAYAMKULAM,697,R. PARTHASARATHY VARMA,SUCI(C),168.0
Kerala,Alappuzha,KAYAMKULAM,697,VARKALA RAJ,PDP,278.0
Kerala,Alappuzha,KAYAMKULAM,697,K. S. SHAN,SDPI,303.0
Kerala,Alappuzha,KAYAMKULAM,697,THAHIR,IND,51.0
Kerala,Alappuzha,KAYAMKULAM,697,VAYALAR RAJEEVAN,IND,95.0
Kerala,Alappuzha,KAYAMKULAM,697,SATHEESH SHENOI,IND,99.0
Kerala,Alappuzha,KAYAMKULAM,697,SANTHOSH THURAVOOR,IND,84.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,Adv. A M ARIFF,CPIM,58523.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,Adv. PRASANTHBHIM,BSP,321.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,Dr. K. S. RADHAKRISHNAN,BJP,34111.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,Adv. SHANIMOL OSMAN,INC,63303.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,A. AKHILESH,APoI,309.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,R. PARTHASARATHY VARMA,SUCI(C),106.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,VARKALA RAJ,PDP,252.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,K. S. SHAN,SDPI,707.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,THAHIR,IND,93.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,VAYALAR RAJEEVAN,IND,134.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,SATHEESH SHENOI,IND,100.0
Kerala,Alappuzha,KARUNAGAPPALLY,1042,SANTHOSH THURAVOOR,IND,104.0
Kerala,Mavelikkara ,CHANGANASSERY,668,KODIKUNNIL SURESH,INC,64368.0
Kerala,Mavelikkara ,CHANGANASSERY,668,CHITTAYAM GOPAKUMAR,CPI,40958.0
Kerala,Mavelikkara ,CHANGANASSERY,668,THOLLUR RAJAGOPALAN,BSP,531.0
Kerala,Mavelikkara ,CHANGANASSERY,668,K. BIMALJI,SUCI(C),212.0
Kerala,Mavelikkara ,CHANGANASSERY,668,THAZHAVA SAHADEVAN,BDJS,13884.0
Kerala,Mavelikkara ,CHANGANASSERY,668,AJAYAKUMAR,IND,99.0
Kerala,Mavelikkara ,CHANGANASSERY,668,AJI PATHANAPURAM,IND,42.0
Kerala,Mavelikkara ,CHANGANASSERY,668,USHA KOTTARAKKARA,IND,70.0
Kerala,Mavelikkara ,CHANGANASSERY,668,KUTTAN KATTACHIRA,IND,140.0
Kerala,Mavelikkara ,CHANGANASSERY,668,RAGHAVAN R,IND,99.0
Kerala,Mavelikkara ,KUTTANAD,622,KODIKUNNIL SURESH,INC,55253.0
Kerala,Mavelikkara ,KUTTANAD,622,CHITTAYAM GOPAKUMAR,CPI,52630.0
Kerala,Mavelikkara ,KUTTANAD,622,THOLLUR RAJAGOPALAN,BSP,394.0
Kerala,Mavelikkara ,KUTTANAD,622,K. BIMALJI,SUCI(C),300.0
Kerala,Mavelikkara ,KUTTANAD,622,THAZHAVA SAHADEVAN,BDJS,14476.0
Kerala,Mavelikkara ,KUTTANAD,622,AJAYAKUMAR,IND,140.0
Kerala,Mavelikkara ,KUTTANAD,622,AJI PATHANAPURAM,IND,44.0
Kerala,Mavelikkara ,KUTTANAD,622,USHA KOTTARAKKARA,IND,83.0
Kerala,Mavelikkara ,KUTTANAD,622,KUTTAN KATTACHIRA,IND,215.0
Kerala,Mavelikkara ,KUTTANAD,622,RAGHAVAN R,IND,147.0
Kerala,Mavelikkara ,MAVELIKARA,714,KODIKUNNIL SURESH,INC,60392.0
Kerala,Mavelikkara ,MAVELIKARA,714,CHITTAYAM GOPAKUMAR,CPI,59423.0
Kerala,Mavelikkara ,MAVELIKARA,714,THOLLUR RAJAGOPALAN,BSP,503.0
Kerala,Mavelikkara ,MAVELIKARA,714,K. BIMALJI,SUCI(C),214.0
Kerala,Mavelikkara ,MAVELIKARA,714,THAZHAVA SAHADEVAN,BDJS,23387.0
Kerala,Mavelikkara ,MAVELIKARA,714,AJAYAKUMAR,IND,196.0
Kerala,Mavelikkara ,MAVELIKARA,714,AJI PATHANAPURAM,IND,68.0
Kerala,Mavelikkara ,MAVELIKARA,714,USHA KOTTARAKKARA,IND,117.0
Kerala,Mavelikkara ,MAVELIKARA,714,KUTTAN KATTACHIRA,IND,333.0
Kerala,Mavelikkara ,MAVELIKARA,714,RAGHAVAN R,IND,197.0
Kerala,Mavelikkara ,CHENGANNUR,826,KODIKUNNIL SURESH,INC,61242.0
Kerala,Mavelikkara ,CHENGANNUR,826,CHITTAYAM GOPAKUMAR,CPI,51403.0
Kerala,Mavelikkara ,CHENGANNUR,826,THOLLUR RAJAGOPALAN,BSP,472.0
Kerala,Mavelikkara ,CHENGANNUR,826,K. BIMALJI,SUCI(C),225.0
Kerala,Mavelikkara ,CHENGANNUR,826,THAZHAVA SAHADEVAN,BDJS,24854.0
Kerala,Mavelikkara ,CHENGANNUR,826,AJAYAKUMAR,IND,160.0
Kerala,Mavelikkara ,CHENGANNUR,826,AJI PATHANAPURAM,IND,57.0
Kerala,Mavelikkara ,CHENGANNUR,826,USHA KOTTARAKKARA,IND,124.0
Kerala,Mavelikkara ,CHENGANNUR,826,KUTTAN KATTACHIRA,IND,295.0
Kerala,Mavelikkara ,CHENGANNUR,826,RAGHAVAN R,IND,116.0
Kerala,Mavelikkara ,KUNNATHUR,1004,KODIKUNNIL SURESH,INC,69500.0
Kerala,Mavelikkara ,KUNNATHUR,1004,CHITTAYAM GOPAKUMAR,CPI,62327.0
Kerala,Mavelikkara ,KUNNATHUR,1004,THOLLUR RAJAGOPALAN,BSP,700.0
Kerala,Mavelikkara ,KUNNATHUR,1004,K. BIMALJI,SUCI(C),154.0
Kerala,Mavelikkara ,KUNNATHUR,1004,THAZHAVA SAHADEVAN,BDJS,21136.0
Kerala,Mavelikkara ,KUNNATHUR,1004,AJAYAKUMAR,IND,191.0
Kerala,Mavelikkara ,KUNNATHUR,1004,AJI PATHANAPURAM,IND,70.0
Kerala,Mavelikkara ,KUNNATHUR,1004,USHA KOTTARAKKARA,IND,244.0
Kerala,Mavelikkara ,KUNNATHUR,1004,KUTTAN KATTACHIRA,IND,383.0
Kerala,Mavelikkara ,KUNNATHUR,1004,RAGHAVAN R,IND,257.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,KODIKUNNIL SURESH,INC,62998.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,CHITTAYAM GOPAKUMAR,CPI,60244.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,THOLLUR RAJAGOPALAN,BSP,525.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,K. BIMALJI,SUCI(C),163.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,THAZHAVA SAHADEVAN,BDJS,19091.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,AJAYAKUMAR,IND,170.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,AJI PATHANAPURAM,IND,94.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,USHA KOTTARAKKARA,IND,594.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,KUTTAN KATTACHIRA,IND,329.0
Kerala,Mavelikkara ,KOTTARAKKARA,973,RAGHAVAN R,IND,255.0
Kerala,Mavelikkara ,PATHANAPURAM,862,KODIKUNNIL SURESH,INC,64244.0
Kerala,Mavelikkara ,PATHANAPURAM,862,CHITTAYAM GOPAKUMAR,CPI,49512.0
Kerala,Mavelikkara ,PATHANAPURAM,862,THOLLUR RAJAGOPALAN,BSP,630.0
Kerala,Mavelikkara ,PATHANAPURAM,862,K. BIMALJI,SUCI(C),164.0
Kerala,Mavelikkara ,PATHANAPURAM,862,THAZHAVA SAHADEVAN,BDJS,15495.0
Kerala,Mavelikkara ,PATHANAPURAM,862,AJAYAKUMAR,IND,216.0
Kerala,Mavelikkara ,PATHANAPURAM,862,AJI PATHANAPURAM,IND,212.0
Kerala,Mavelikkara ,PATHANAPURAM,862,USHA KOTTARAKKARA,IND,345.0
Kerala,Mavelikkara ,PATHANAPURAM,862,KUTTAN KATTACHIRA,IND,275.0
Kerala,Mavelikkara ,PATHANAPURAM,862,RAGHAVAN R,IND,239.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,ANTO ANTONY,INC,55330.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,VEENA GEORGE,CPIM,45587.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,SHIBU PARAKKADAVAN,BSP,757.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,K SURENDRAN,BJP,36628.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,JOSE GEORGE,APoI,148.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,BINU BABY,SUCI(C),70.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,RATHEESH CHOORAKODU,IND,58.0
Kerala,Pathanamthitta,KANJIRAPPALLY,486,VEENA V,IND,258.0
Kerala,Pathanamthitta,POONJAR,555,ANTO ANTONY,INC,61530.0
Kerala,Pathanamthitta,POONJAR,555,VEENA GEORGE,CPIM,43601.0
Kerala,Pathanamthitta,POONJAR,555,SHIBU PARAKKADAVAN,BSP,834.0
Kerala,Pathanamthitta,POONJAR,555,K SURENDRAN,BJP,30990.0
Kerala,Pathanamthitta,POONJAR,555,JOSE GEORGE,APoI,176.0
Kerala,Pathanamthitta,POONJAR,555,BINU BABY,SUCI(C),81.0
Kerala,Pathanamthitta,POONJAR,555,RATHEESH CHOORAKODU,IND,49.0
Kerala,Pathanamthitta,POONJAR,555,VEENA V,IND,296.0
Kerala,Pathanamthitta,THIRUVALLA,455,ANTO ANTONY,INC,54250.0
Kerala,Pathanamthitta,THIRUVALLA,455,VEENA GEORGE,CPIM,50511.0
Kerala,Pathanamthitta,THIRUVALLA,455,SHIBU PARAKKADAVAN,BSP,504.0
Kerala,Pathanamthitta,THIRUVALLA,455,K SURENDRAN,BJP,40186.0
Kerala,Pathanamthitta,THIRUVALLA,455,JOSE GEORGE,APoI,177.0
Kerala,Pathanamthitta,THIRUVALLA,455,BINU BABY,SUCI(C),89.0
Kerala,Pathanamthitta,THIRUVALLA,455,RATHEESH CHOORAKODU,IND,47.0
Kerala,Pathanamthitta,THIRUVALLA,455,VEENA V,IND,242.0
Kerala,Pathanamthitta,RANNI,337,ANTO ANTONY,INC,50755.0
Kerala,Pathanamthitta,RANNI,337,VEENA GEORGE,CPIM,42931.0
Kerala,Pathanamthitta,RANNI,337,SHIBU PARAKKADAVAN,BSP,616.0
Kerala,Pathanamthitta,RANNI,337,K SURENDRAN,BJP,39560.0
Kerala,Pathanamthitta,RANNI,337,JOSE GEORGE,APoI,190.0
Kerala,Pathanamthitta,RANNI,337,BINU BABY,SUCI(C),64.0
Kerala,Pathanamthitta,RANNI,337,RATHEESH CHOORAKODU,IND,40.0
Kerala,Pathanamthitta,RANNI,337,VEENA V,IND,219.0
Kerala,Pathanamthitta,ARANMULA,541,ANTO ANTONY,INC,59277.0
Kerala,Pathanamthitta,ARANMULA,541,VEENA GEORGE,CPIM,52684.0
Kerala,Pathanamthitta,ARANMULA,541,SHIBU PARAKKADAVAN,BSP,328.0
Kerala,Pathanamthitta,ARANMULA,541,K SURENDRAN,BJP,50497.0
Kerala,Pathanamthitta,ARANMULA,541,JOSE GEORGE,APoI,196.0
Kerala,Pathanamthitta,ARANMULA,541,BINU BABY,SUCI(C),93.0
Kerala,Pathanamthitta,ARANMULA,541,RATHEESH CHOORAKODU,IND,110.0
Kerala,Pathanamthitta,ARANMULA,541,VEENA V,IND,265.0
Kerala,Pathanamthitta,KONNI,465,ANTO ANTONY,INC,49667.0
Kerala,Pathanamthitta,KONNI,465,VEENA GEORGE,CPIM,46946.0
Kerala,Pathanamthitta,KONNI,465,SHIBU PARAKKADAVAN,BSP,305.0
Kerala,Pathanamthitta,KONNI,465,K SURENDRAN,BJP,46506.0
Kerala,Pathanamthitta,KONNI,465,JOSE GEORGE,APoI,189.0
Kerala,Pathanamthitta,KONNI,465,BINU BABY,SUCI(C),107.0
Kerala,Pathanamthitta,KONNI,465,RATHEESH CHOORAKODU,IND,131.0
Kerala,Pathanamthitta,KONNI,465,VEENA V,IND,232.0
Kerala,Pathanamthitta,ADOOR,495,ANTO ANTONY,INC,49280.0
Kerala,Pathanamthitta,ADOOR,495,VEENA GEORGE,CPIM,53216.0
Kerala,Pathanamthitta,ADOOR,495,SHIBU PARAKKADAVAN,BSP,459.0
Kerala,Pathanamthitta,ADOOR,495,K SURENDRAN,BJP,51260.0
Kerala,Pathanamthitta,ADOOR,495,JOSE GEORGE,APoI,277.0
Kerala,Pathanamthitta,ADOOR,495,BINU BABY,SUCI(C),116.0
Kerala,Pathanamthitta,ADOOR,495,RATHEESH CHOORAKODU,IND,156.0
Kerala,Pathanamthitta,ADOOR,495,VEENA V,IND,288.0
Kerala,Kollam,CHAVARA,767,N.K.Premachandran,RSP,74562.0
Kerala,Kollam,CHAVARA,767,K.N.Balagopal,CPIM,46994.0
Kerala,Kollam,CHAVARA,767,Adv.K.V.Sabu,BJP,11655.0
Kerala,Kollam,CHAVARA,767,Twinkle Prabhakaran,SUCI(C),103.0
Kerala,Kollam,CHAVARA,767,N.Jayarajan,IND,77.0
Kerala,Kollam,CHAVARA,767,Nagaraj.G,IND,30.0
Kerala,Kollam,CHAVARA,767,Dr.Sreekumar.J,IND,135.0
Kerala,Kollam,CHAVARA,767,Saji Kollam,IND,103.0
Kerala,Kollam,CHAVARA,767,Suni Kalluvathukkal,IND,189.0
Kerala,Kollam,PUNALUR,918,N.K.Premachandran,RSP,73622.0
Kerala,Kollam,PUNALUR,918,K.N.Balagopal,CPIM,54956.0
Kerala,Kollam,PUNALUR,918,Adv.K.V.Sabu,BJP,16168.0
Kerala,Kollam,PUNALUR,918,Twinkle Prabhakaran,SUCI(C),298.0
Kerala,Kollam,PUNALUR,918,N.Jayarajan,IND,173.0
Kerala,Kollam,PUNALUR,918,Nagaraj.G,IND,240.0
Kerala,Kollam,PUNALUR,918,Dr.Sreekumar.J,IND,173.0
Kerala,Kollam,PUNALUR,918,Saji Kollam,IND,325.0
Kerala,Kollam,PUNALUR,918,Suni Kalluvathukkal,IND,222.0
Kerala,Kollam,CHADAYAMANGALAM,1028,N.K.Premachandran,RSP,70387.0
Kerala,Kollam,CHADAYAMANGALAM,1028,K.N.Balagopal,CPIM,56155.0
Kerala,Kollam,CHADAYAMANGALAM,1028,Adv.K.V.Sabu,BJP,15820.0
Kerala,Kollam,CHADAYAMANGALAM,1028,Twinkle Prabhakaran,SUCI(C),268.0
Kerala,Kollam,CHADAYAMANGALAM,1028,N.Jayarajan,IND,178.0
Kerala,Kollam,CHADAYAMANGALAM,1028,Nagaraj.G,IND,126.0
Kerala,Kollam,CHADAYAMANGALAM,1028,Dr.Sreekumar.J,IND,195.0
Kerala,Kollam,CHADAYAMANGALAM,1028,Saji Kollam,IND,594.0
Kerala,Kollam,CHADAYAMANGALAM,1028,Suni Kalluvathukkal,IND,329.0
Kerala,Kollam,KUNDARA,864,N.K.Premachandran,RSP,79217.0
Kerala,Kollam,KUNDARA,864,K.N.Balagopal,CPIM,54908.0
Kerala,Kollam,KUNDARA,864,Adv.K.V.Sabu,BJP,14696.0
Kerala,Kollam,KUNDARA,864,Twinkle Prabhakaran,SUCI(C),226.0
Kerala,Kollam,KUNDARA,864,N.Jayarajan,IND,98.0
Kerala,Kollam,KUNDARA,864,Nagaraj.G,IND,75.0
Kerala,Kollam,KUNDARA,864,Dr.Sreekumar.J,IND,155.0
Kerala,Kollam,KUNDARA,864,Saji Kollam,IND,475.0
Kerala,Kollam,KUNDARA,864,Suni Kalluvathukkal,IND,257.0
Kerala,Kollam,KOLLAM,785,N.K.Premachandran,RSP,68748.0
Kerala,Kollam,KOLLAM,785,K.N.Balagopal,CPIM,44203.0
Kerala,Kollam,KOLLAM,785,Adv.K.V.Sabu,BJP,12871.0
Kerala,Kollam,KOLLAM,785,Twinkle Prabhakaran,SUCI(C),97.0
Kerala,Kollam,KOLLAM,785,N.Jayarajan,IND,69.0
Kerala,Kollam,KOLLAM,785,Nagaraj.G,IND,43.0
Kerala,Kollam,KOLLAM,785,Dr.Sreekumar.J,IND,214.0
Kerala,Kollam,KOLLAM,785,Saji Kollam,IND,137.0
Kerala,Kollam,KOLLAM,785,Suni Kalluvathukkal,IND,163.0
Kerala,Kollam,ERAVIPURAM,807,N.K.Premachandran,RSP,67582.0
Kerala,Kollam,ERAVIPURAM,807,K.N.Balagopal,CPIM,44162.0
Kerala,Kollam,ERAVIPURAM,807,Adv.K.V.Sabu,BJP,11488.0
Kerala,Kollam,ERAVIPURAM,807,Twinkle Prabhakaran,SUCI(C),147.0
Kerala,Kollam,ERAVIPURAM,807,N.Jayarajan,IND,94.0
Kerala,Kollam,ERAVIPURAM,807,Nagaraj.G,IND,45.0
Kerala,Kollam,ERAVIPURAM,807,Dr.Sreekumar.J,IND,126.0
Kerala,Kollam,ERAVIPURAM,807,Saji Kollam,IND,290.0
Kerala,Kollam,ERAVIPURAM,807,Suni Kalluvathukkal,IND,186.0
Kerala,Kollam,CHATHANNUR,823,N.K.Premachandran,RSP,63146.0
Kerala,Kollam,CHATHANNUR,823,K.N.Balagopal,CPIM,46114.0
Kerala,Kollam,CHATHANNUR,823,Adv.K.V.Sabu,BJP,19621.0
Kerala,Kollam,CHATHANNUR,823,Twinkle Prabhakaran,SUCI(C),159.0
Kerala,Kollam,CHATHANNUR,823,N.Jayarajan,IND,135.0
Kerala,Kollam,CHATHANNUR,823,Nagaraj.G,IND,71.0
Kerala,Kollam,CHATHANNUR,823,Dr.Sreekumar.J,IND,148.0
Kerala,Kollam,CHATHANNUR,823,Saji Kollam,IND,695.0
Kerala,Kollam,CHATHANNUR,823,Suni Kalluvathukkal,IND,358.0
Kerala,Attingal,VARKALA,637,Adv. ADOOR PRAKASH,INC,48019.0
Kerala,Attingal,VARKALA,637,VIPINLAL PALODE,BSP,1094.0
Kerala,Attingal,VARKALA,637,SOBHASURENDRAN,BJP,34343.0
Kerala,Attingal,VARKALA,637,Dr. A. SAMPATH,CPIM,42335.0
Kerala,Attingal,VARKALA,637,AJAMAL ISMAIL,SDPI,586.0
Kerala,Attingal,VARKALA,637,ATTINGAL AJITH KUMAR,IND,73.0
Kerala,Attingal,VARKALA,637,ANITHA,IND,44.0
Kerala,Attingal,VARKALA,637,B DEVADATHAN,IND,37.0
Kerala,Attingal,VARKALA,637,PRAKASH S KARIKKATTUVILA,IND,52.0
Kerala,Attingal,VARKALA,637,PRAKASH G VEENA BHAVAN,IND,44.0
Kerala,Attingal,VARKALA,637,MANOJ M POOVAKKADU,IND,116.0
Kerala,Attingal,VARKALA,637,MAHEEN THEVARUPARA,IND,177.0
Kerala,Attingal,VARKALA,637,K.G. MOHANAN,IND,127.0
Kerala,Attingal,VARKALA,637,K. VIVEKANANDHAN,IND,125.0
Kerala,Attingal,VARKALA,637,SHAILAJA NAVAIKULAM,IND,615.0
Kerala,Attingal,VARKALA,637,SATHEESH KUMAR,IND,232.0
Kerala,Attingal,VARKALA,637,SUNIL SOMAN,IND,548.0
Kerala,Attingal,VARKALA,637,IRINJAYAM SURESH,IND,45.0
Kerala,Attingal,VARKALA,637,RAMSAGAR. P,IND,226.0
Kerala,Attingal,ATTINGAL,900,Adv. ADOOR PRAKASH,INC,50045.0
Kerala,Attingal,ATTINGAL,900,VIPINLAL PALODE,BSP,537.0
Kerala,Attingal,ATTINGAL,900,SOBHASURENDRAN,BJP,42389.0
Kerala,Attingal,ATTINGAL,900,Dr. A. SAMPATH,CPIM,48492.0
Kerala,Attingal,ATTINGAL,900,AJAMAL ISMAIL,SDPI,837.0
Kerala,Attingal,ATTINGAL,900,ATTINGAL AJITH KUMAR,IND,125.0
Kerala,Attingal,ATTINGAL,900,ANITHA,IND,68.0
Kerala,Attingal,ATTINGAL,900,B DEVADATHAN,IND,39.0
Kerala,Attingal,ATTINGAL,900,PRAKASH S KARIKKATTUVILA,IND,50.0
Kerala,Attingal,ATTINGAL,900,PRAKASH G VEENA BHAVAN,IND,55.0
Kerala,Attingal,ATTINGAL,900,MANOJ M POOVAKKADU,IND,184.0
Kerala,Attingal,ATTINGAL,900,MAHEEN THEVARUPARA,IND,120.0
Kerala,Attingal,ATTINGAL,900,K.G. MOHANAN,IND,172.0
Kerala,Attingal,ATTINGAL,900,K. VIVEKANANDHAN,IND,118.0
Kerala,Attingal,ATTINGAL,900,SHAILAJA NAVAIKULAM,IND,426.0
Kerala,Attingal,ATTINGAL,900,SATHEESH KUMAR,IND,265.0
Kerala,Attingal,ATTINGAL,900,SUNIL SOMAN,IND,666.0
Kerala,Attingal,ATTINGAL,900,IRINJAYAM SURESH,IND,56.0
Kerala,Attingal,ATTINGAL,900,RAMSAGAR. P,IND,312.0
Kerala,Attingal,CHIRAYINKEEZHU,819,Adv. ADOOR PRAKASH,INC,56314.0
Kerala,Attingal,CHIRAYINKEEZHU,819,VIPINLAL PALODE,BSP,512.0
Kerala,Attingal,CHIRAYINKEEZHU,819,SOBHASURENDRAN,BJP,32829.0
Kerala,Attingal,CHIRAYINKEEZHU,819,Dr. A. SAMPATH,CPIM,47750.0
Kerala,Attingal,CHIRAYINKEEZHU,819,AJAMAL ISMAIL,SDPI,692.0
Kerala,Attingal,CHIRAYINKEEZHU,819,ATTINGAL AJITH KUMAR,IND,159.0
Kerala,Attingal,CHIRAYINKEEZHU,819,ANITHA,IND,77.0
Kerala,Attingal,CHIRAYINKEEZHU,819,B DEVADATHAN,IND,50.0
Kerala,Attingal,CHIRAYINKEEZHU,819,PRAKASH S KARIKKATTUVILA,IND,71.0
Kerala,Attingal,CHIRAYINKEEZHU,819,PRAKASH G VEENA BHAVAN,IND,92.0
