state_name,assembly_constituency_number,assembly_ constituency_name,candidate_name,sex,age,category,party_name,party_symbol,general_votes,postal_votes,secured_votes,percentage_votes_polled,total_voters
Maharashtra,68,Gadchiroli ,1 Dr. Deorao Madguji Holi,MALE,51.0,ST,BJP,Lotus,97752,161.0,97913,49.87977463,286057.0
Maharashtra,68,Gadchiroli ,2 Dr. Chanda Nitin Kodwate,FEMALE,35.0,ST,INC,Hand,62454,118.0,62572,31.87602523,286057.0
Maharashtra,68,Gadchiroli ,3 Gopal Kashinath Magare,MALE,49.0,ST,VBA,Gas Cylinder,6708,27.0,6735,3.431007957,286057.0
Maharashtra,68,Gadchiroli ,4 Akshamlal Palalal Shidam,MALE,36.0,ST,BSP,Elephant,3988,11.0,3999,2.037208734,286057.0
Maharashtra,68,Gadchiroli ,5 Jayshree Vijay Welda,FEMALE,35.0,ST,PWPI,Cart,3870,0.0,3870,1.971492323,286057.0
Maharashtra,68,Gadchiroli ,6 Dilip Kisan Madavi,MALE,51.0,ST,SBBGP,Sewing Machine,3249,7.0,3256,1.658702585,286057.0
Maharashtra,68,Gadchiroli ,7 Sagar Bharat Kumbhre,MALE,32.0,ST,IND,DIAMOND,3167,12.0,3179,1.61947651,286057.0
Maharashtra,68,Gadchiroli ,8 Santosh Dashrath Soyam,MALE,31.0,ST,IND,Basket containing Fruits,3170,4.0,3174,1.616929362,286057.0
Maharashtra,68,Gadchiroli ,9 Mamita Tulshiram Hichami,FEMALE,36.0,ST,GGP,Saw,2891,12.0,2903,1.478873957,286057.0
Maharashtra,68,Gadchiroli ,11 Satish Bhaiyyaji Kusaram,MALE,32.0,ST,APoI,Coat,1428,0.0,1428,0.727465384,286057.0
Maharashtra,68,Gadchiroli ,12 Shivaji Adaku Narote,MALE,41.0,ST,IND,Winnower,1299,1.0,1300,0.662258403,286057.0
Maharashtra,68,Gadchiroli ,13 Diwakar Pendam,MALE,51.0,ST,IND,Cup & Saucer,909,2.0,911,0.464090312,286057.0
Maharashtra,68,Gadchiroli ,14 Changdas Tulshiram Masram,MALE,46.0,ST,IND,Tiller,791,0.0,791,0.402958767,286057.0
Maharashtra,68,Gadchiroli ,15 Santosh Namdeo Madavi,MALE,34.0,ST,IND,Cot,773,1.0,774,0.394298465,286057.0
Maharashtra,68,Gadchiroli ,16 Gulabrao Ganpat Madavi,MALE,62.0,ST,IND,Key,683,1.0,684,0.348449806,286057.0
Maharashtra,68,Gadchiroli ,17 Kesri Bajirao Kumare,MALE,65.0,ST,IND,Ring,536,0.0,536,0.273054234,286057.0
Maharashtra,69,Aheri ,1 Aatram Dharamraobaba Bhagwantrao,MALE,65.0,ST,NCP,Clock,59996,17.0,60013,36.07461018,236478.0
Maharashtra,69,Aheri ,2 Atram Ambrishrao Raje Satyavanrao,MALE,33.0,ST,BJP,Lotus,44534,21.0,44555,26.78260138,236478.0
Maharashtra,69,Aheri ,3 Atram Deepak Dada,MALE,47.0,ST,INC,Hand,43005,17.0,43022,25.86109475,236478.0
Maharashtra,69,Aheri ,5 Madhukar Yashwant Sadmek,MALE,54.0,ST,BSP,Elephant,3622,1.0,3623,2.177833347,236478.0
Maharashtra,69,Aheri ,6 Adv. Lalsu Soma Nogoti,MALE,41.0,ST,VBA,Gas Cylinder,2381,13.0,2394,1.439065149,236478.0
Maharashtra,69,Aheri ,7 Kailashbhau Ganpat Koret,MALE,30.0,ST,IND,Stool,2279,0.0,2279,1.369937124,236478.0
Maharashtra,69,Aheri ,8 Dinesh Eshwarshah Madavi,MALE,32.0,ST,IND,Almirah,2090,1.0,2091,1.25692783,236478.0
Maharashtra,69,Aheri ,9 Atram Ajay Malayya,MALE,42.0,ST,IND,Table,1559,0.0,1559,0.937135575,236478.0
Maharashtra,69,Aheri ,10 Nagesh Laxman Torrem,MALE,38.0,ST,PWPI,Cart,1057,0.0,1057,0.635376718,236478.0
Maharashtra,70,Rajura,1 SUBHASH RAMCHANDRARAO DHOTE,MALE,68.0,GENERAL,INC,Hand,59968,260.0,60228,26.78502337,316018.0
Maharashtra,70,Rajura,2 ADV. WAMAN SADASHIVRAO CHATAP,MALE,67.0,GENERAL,STBP,Sewing Machine,57459,268.0,57727,25.67276091,316018.0
Maharashtra,70,Rajura,3 ADVOCATE SANJAY YADAVRAO DHOTE,MALE,60.0,GENERAL,BJP,Lotus,50900,151.0,51051,22.70376284,316018.0
Maharashtra,70,Rajura,4 GODRU PATIL JUMNAKE,MALE,55.0,ST,GGP,Saw,43145,161.0,43306,19.2593515,316018.0
Maharashtra,70,Rajura,5 MAHALING NAGANAND KANTHALE,MALE,44.0,GENERAL,MNS,Railway Engine,1943,5.0,1948,0.866328378,316018.0
Maharashtra,70,Rajura,6 CHARADE SURESH JAIRAM,MALE,47.0,GENERAL,IND,Helicopter,1666,1.0,1667,0.741360064,316018.0
Maharashtra,70,Rajura,8 BHANUDASH PRAKASH JADHAV,MALE,47.0,SC,BSP,Elephant,1463,6.0,1469,0.6533041,316018.0
Maharashtra,70,Rajura,9 RESHMA GANPAT CHAVAN,FEMALE,32.0,GENERAL,IND,SHIP,1447,9.0,1456,0.647522648,316018.0
Maharashtra,70,Rajura,10 SANTOSH GANPAT YEWALE,MALE,41.0,GENERAL,IND,Tractor Chalata Kissan,1333,0.0,1333,0.592821215,316018.0
Maharashtra,70,Rajura,11 SALAM SHAMARAO MARU,MALE,72.0,ST,IND,Glass Tumbler,1163,0.0,1163,0.517217609,316018.0
Maharashtra,70,Rajura,12 PRAVIN MAROTI NIMGADE,MALE,31.0,SC,APoI,Coat,1044,4.0,1048,0.466073994,316018.0
Maharashtra,70,Rajura,13 ANIL TULSHIRAM SIDAM,MALE,30.0,GENERAL,IND,Black Board,897,1.0,898,0.39936493,316018.0
Maharashtra,71,Chandrapur ,1 Jorgewar Kishor Gajanan,MALE,51.0,SC,IND,Television,117066,504.0,117570,57.95936879,396117.0
Maharashtra,71,Chandrapur ,2 Nanaji Sitaramji Shamkule,MALE,70.0,SC,BJP,Lotus,44672,237.0,44909,22.13912812,396117.0
Maharashtra,71,Chandrapur ,3 Anirudha Dhonduji Wankar,MALE,48.0,SC,VBA,Gas Cylinder,15292,111.0,15403,7.593332972,396117.0
Maharashtra,71,Chandrapur ,4 Mahesh Marotrao Mendhe,MALE,47.0,SC,INC,Hand,14213,71.0,14284,7.04169111,396117.0
Maharashtra,71,Chandrapur ,5 Namdeo Atmaram Gedam,MALE,63.0,SC,PPID,Black Board,3953,3.0,3956,1.950219129,396117.0
Maharashtra,71,Chandrapur ,6 Bhikkhu S. Buddhasharan,MALE,59.0,SC,BSP,Elephant,1760,12.0,1772,0.873556192,396117.0
Maharashtra,71,Chandrapur ,8 Baban Mahadeo Ramteke,MALE,50.0,SC,RPI(KH),Cup & Saucer,884,0.0,884,0.435792141,396117.0
Maharashtra,71,Chandrapur ,9 Mandeep Maroti Goradwar,MALE,37.0,SC,IND,Auto- Rickshaw,679,0.0,679,0.334731746,396117.0
Maharashtra,71,Chandrapur ,10 Tathagat Namdeo Petkar,MALE,40.0,SC,IND,Batsman,561,1.0,562,0.277053375,396117.0
Maharashtra,71,Chandrapur ,11 Adv. Amrita Kumar Gogulwar,FEMALE,33.0,SC,APoI,Coat,481,1.0,482,0.237615172,396117.0
Maharashtra,71,Chandrapur ,12 Dr. Jyotidas Batau Ramteke,MALE,56.0,SC,BARESP,Man Blowing Turha,323,1.0,324,0.159724721,396117.0
Maharashtra,71,Chandrapur ,13 Sandeep Madan Petkar,MALE,32.0,SC,IND,Bat,294,0.0,294,0.144935395,396117.0
Maharashtra,72,Ballarpur,1 Mungantiwar Sudhir Sachchidanand,MALE,57.0,GENERAL,BJP,Lotus,85697,305.0,86002,42.90232465,321083.0
Maharashtra,72,Ballarpur,2 Dr. Vishwas Anandrao Zade,MALE,48.0,GENERAL,INC,Hand,52619,143.0,52762,26.32046294,321083.0
Maharashtra,72,Ballarpur,3 Zode Raju Chinnayya,MALE,41.0,SC,VBA,Gas Cylinder,39778,180.0,39958,19.93315375,321083.0
Maharashtra,72,Ballarpur,4 Manoj Dharma Atram,MALE,36.0,ST,GGP,Saw,13877,48.0,13925,6.946522997,321083.0
Maharashtra,72,Ballarpur,6 Sarfaraj Yusuf Sheikh,MALE,33.0,GENERAL,BSP,Elephant,1371,10.0,1381,0.688915494,321083.0
Maharashtra,72,Ballarpur,"7 Taher Hussain, Nasir Mohammad Sheikh",MALE,31.0,GENERAL,AAAP,Broom,1046,0.0,1046,0.52179986,321083.0
Maharashtra,72,Ballarpur,8 Sagar Ankush Raut,MALE,29.0,GENERAL,IND,Kettle,880,0.0,880,0.438990322,321083.0
Maharashtra,72,Ballarpur,9 Sachin Kailas Tembhurne,MALE,31.0,SC,APoI,Coat,630,0.0,630,0.314277163,321083.0
Maharashtra,72,Ballarpur,10 Bandu Zungaji Wakade,MALE,52.0,SC,IND,Cup & Saucer,460,1.0,461,0.229971067,321083.0
Maharashtra,72,Ballarpur,11 Ashok Sambaji Tumram,MALE,54.0,ST,IND,Tractor Chalata Kissan,418,2.0,420,0.209518108,321083.0
Maharashtra,72,Ballarpur,12 Tara Mahadeorao Kale,FEMALE,55.0,GENERAL,IND,Battery torch,405,0.0,405,0.202035319,321083.0
Maharashtra,72,Ballarpur,13 Anekshwar Raghunath Meshram,MALE,53.0,SC,IND,Grapes,379,1.0,380,0.189564003,321083.0
Maharashtra,72,Ballarpur,14 Arun Devidas Kamble,MALE,35.0,SC,RPIR,Auto- Rickshaw,355,2.0,357,0.178090392,321083.0
Maharashtra,73,Brahmapuri,1 VIJAY NAMDEVRAO WADETTIWAR,MALE,56.0,GENERAL,INC,Hand,96235,491.0,96726,49.99586495,270601.0
Maharashtra,73,Brahmapuri,2 SANDIP WAMANRAO GADDAMWAR,MALE,53.0,GENERAL,SHS,Bow and Arrow,77697,480.0,78177,40.40823289,270601.0
Maharashtra,73,Brahmapuri,3 CHANDRALAL WAKTUJI MESHRAM,MALE,64.0,GENERAL,VBA,Gas Cylinder,7445,163.0,7608,3.932433271,270601.0
Maharashtra,73,Brahmapuri,4 Adv. PAROMITA GOSWAMI,FEMALE,49.0,GENERAL,AAAP,Broom,3555,41.0,3596,1.858705316,270601.0
Maharashtra,73,Brahmapuri,5 VINOD RAMDAS ZODAGE,MALE,43.0,GENERAL,CPI,Ears of Corn And Sickle,1991,2.0,1993,1.03014452,270601.0
Maharashtra,73,Brahmapuri,6 MUKUNDA DEWAJI MESHRAM,MALE,54.0,SC,BSP,Elephant,1902,23.0,1925,0.994996589,270601.0
Maharashtra,73,Brahmapuri,8 JAGDISH ALIAS MONTU NANDUJI PILARE,MALE,30.0,GENERAL,SBBGP,Sewing Machine,947,15.0,962,0.497239854,270601.0
Maharashtra,73,Brahmapuri,9 VISHWANATH SITRUJI SHRIRAME,MALE,64.0,ST,IND,Slate,478,1.0,479,0.247586164,270601.0
Maharashtra,73,Brahmapuri,10 Adv. AJAY RAMBHAU PANDAV,MALE,50.0,GENERAL,IND,DIAMOND,357,2.0,359,0.185560403,270601.0
Maharashtra,73,Brahmapuri,11 PRANAV RINGAJI SOMANKAR,MALE,26.0,GENERAL,IND,Key,281,1.0,282,0.145760539,270601.0
Maharashtra,73,Brahmapuri,12 VINAY NAMDEO BAMBOLE,MALE,40.0,SC,IND,Ring,262,0.0,262,0.135422912,270601.0
Maharashtra,74,Chimur ,1 Bunty Bhangdiya,MALE,37.0,GENERAL,BJP,Lotus,86852,294.0,87146,41.93824713,277652.0
Maharashtra,74,Chimur ,2 Satish Manohar Warjukar,MALE,49.0,GENERAL,INC,Hand,77146,248.0,77394,37.24518278,277652.0
Maharashtra,74,Chimur ,3 Arvind Atmaram Sandekar,MALE,44.0,ST,VBA,Gas Cylinder,24384,90.0,24474,11.77789755,277652.0
Maharashtra,74,Chimur ,4 Dhanraj Raghunath Mungale,MALE,50.0,GENERAL,IND,Almirah,11296,43.0,11339,5.456794164,277652.0
Maharashtra,74,Chimur ,5 Subhash Narayan Petkar,MALE,53.0,SC,BSP,Elephant,2225,14.0,2239,1.077499086,277652.0
Maharashtra,74,Chimur ,7 Prakash Nakkal Nanhe,MALE,42.0,GENERAL,PWPI,BUCKET,1434,4.0,1438,0.692024871,277652.0
Maharashtra,74,Chimur ,8 Haridas Domaji Barekar,MALE,60.0,ST,IND,Ring,657,0.0,657,0.31617548,277652.0
Maharashtra,74,Chimur ,9 Kailas Shrihari Borkar,MALE,29.0,GENERAL,IND,Tractor Chalata Kissan,508,1.0,509,0.24495178,277652.0
Maharashtra,74,Chimur ,10 Dr. Ajay Ghanshyamji Pise,MALE,39.0,GENERAL,IND,Bat,478,1.0,479,0.230514543,277652.0
Maharashtra,74,Chimur ,11 Vanita Jitendra Raut,FEMALE,37.0,GENERAL,ABMP,Pen Nib with Seven Rays,286,0.0,286,0.137634988,277652.0
Maharashtra,75,Warora,1 DHANORKAR PRATIBHA SURESH,FEMALE,33.0,GENERAL,INC,Hand,63498,364.0,63862,34.40414173,296588.0
Maharashtra,75,Warora,2 SANJAY WAMANRAO DEOTALE,MALE,56.0,GENERAL,SHS,Bow and Arrow,53403,262.0,53665,28.91074921,296588.0
Maharashtra,75,Warora,3 RAMESH MAHADEO RAJURKAR,MALE,62.0,GENERAL,MNS,Railway Engine,34737,111.0,34848,18.77353561,296588.0
Maharashtra,75,Warora,4 AMOL DILIP BAWANE,MALE,34.0,GENERAL,VBA,Gas Cylinder,11293,49.0,11342,6.110234184,296588.0
Maharashtra,75,Warora,5 RAMESH KAWDUJI MESHRAM,MALE,43.0,ST,GGP,Saw,6368,20.0,6388,3.44138388,296588.0
Maharashtra,75,Warora,6 DR. VIJAY RAMCHANDRA DEOTALE,MALE,54.0,GENERAL,IND,Cup & Saucer,6107,20.0,6127,3.300776305,296588.0
Maharashtra,75,Warora,8 PRASHANT BHAURAOJI BHADGARE,MALE,50.0,GENERAL,BSP,Elephant,1997,2.0,1999,1.07691396,296588.0
Maharashtra,75,Warora,9 DR. ASHOKRAO TANBAJI GHODMARE,MALE,55.0,GENERAL,IND,Road Roller,1839,2.0,1841,0.991795198,296588.0
Maharashtra,75,Warora,10 UTTAM ISHWAR INGOLE,MALE,35.0,GENERAL,SBBGP,Sewing Machine,917,2.0,919,0.495089509,296588.0
Maharashtra,75,Warora,11 PRAVIN BHAGWAN GAYKWAD,MALE,38.0,GENERAL,IND,Almirah,840,6.0,846,0.455762486,296588.0
Maharashtra,75,Warora,12 PRAVIN SHANTILALJI SURANA,MALE,41.0,GENERAL,IND,Spanner,664,1.0,665,0.358253018,296588.0
Maharashtra,75,Warora,13 ASHRAF ASLAM KHAN,MALE,60.0,GENERAL,BVA,Whistle,547,0.0,547,0.29468331,296588.0
Maharashtra,75,Warora,14 BHASKAR PARASRAM DEKATE,MALE,65.0,SC,RPIS,Cot,350,0.0,350,0.18855422,296588.0
Maharashtra,76,Wani ,1 SANJIVREDDY BAPURAO BODKURWAR,MALE,55.0,GENERAL,BJP,Lotus,67335,375.0,67710,32.38086129,284853.0
Maharashtra,76,Wani ,2 WAMANRAO BAPURAO KASAWAR,MALE,71.0,GENERAL,INC,Hand,39647,268.0,39915,19.08849621,284853.0
Maharashtra,76,Wani ,3 DERKAR SANJAY NILKANTHRAO,MALE,55.0,GENERAL,IND,Tractor Chalata Kissan,24834,211.0,25045,11.97723632,284853.0
Maharashtra,76,Wani ,4 RAJU MADHUKARRAO UMBARKAR,MALE,44.0,GENERAL,MNS,Railway Engine,16078,37.0,16115,7.706654552,284853.0
Maharashtra,76,Wani ,5 DR. MAHENDRA AMARCHANDJI LODHA,MALE,44.0,GENERAL,VBA,Gas Cylinder,15293,196.0,15489,7.407283422,284853.0
Maharashtra,76,Wani ,6 VISHVAS RAMCHANDRA NANDEKAR,MALE,59.0,GENERAL,IND,Helicopter,15365,60.0,15425,7.376676789,284853.0
Maharashtra,76,Wani ,7 KATKADE SUNIL MAHADEORAO,MALE,43.0,GENERAL,IND,BUCKET,8430,43.0,8473,4.052031276,284853.0
Maharashtra,76,Wani ,8 VIKAS DEVRAO KUDMETHE,MALE,38.0,ST,GGP,Saw,6715,16.0,6731,3.218956983,284853.0
Maharashtra,76,Wani ,9 ANIL NATTHUJI GHATE,MALE,49.0,GENERAL,CPI,Ears of Corn And Sickle,3130,6.0,3136,1.499725019,284853.0
Maharashtra,76,Wani ,10 AJAY PANDURANG DHOBE,MALE,33.0,GENERAL,SBBGP,Sewing Machine,2138,13.0,2151,1.028669807,284853.0
Maharashtra,76,Wani ,11 GOPAL LAKSHMAN CHAUDHARI,MALE,29.0,GENERAL,RPI(KH),Auto- Rickshaw,1380,0.0,1380,0.659955525,284853.0
Maharashtra,76,Wani ,13 SANTOSH UDDHAVRAO BHADIKAR,MALE,51.0,ST,BSP,Elephant,1226,7.0,1233,0.589655914,284853.0
Maharashtra,76,Wani ,14 CHETAN ANANDRAO AGLAWE,MALE,36.0,GENERAL,IND,Cup & Saucer,1149,0.0,1149,0.549484709,284853.0
Maharashtra,76,Wani ,15 KETAN NATTHUJI PARKHI,MALE,30.0,GENERAL,IND,Tyres,1088,2.0,1090,0.521269219,284853.0
Maharashtra,76,Wani ,16 GEET MOTIRAM GHOSH,MALE,57.0,ST,IND,Air Conditioner,902,2.0,904,0.432318692,284853.0
Maharashtra,76,Wani ,17 MRUTYUNJAY GAJANANRAO MORE,MALE,53.0,GENERAL,IND,Television,619,3.0,622,0.297458215,284853.0
Maharashtra,76,Wani ,18 VIVEK JAMNADAS KHOBRAGADE,MALE,53.0,SC,BMUP,Cot,461,0.0,461,0.220463404,284853.0
Maharashtra,76,Wani ,19 YOGESH KARU MADAVI,MALE,30.0,ST,IND,Whistle,432,0.0,432,0.206594773,284853.0
Maharashtra,76,Wani ,20 SANGITA ASHOK KHATOD,FEMALE,48.0,GENERAL,BALP,Plate Containing Food,395,0.0,395,0.188900313,284853.0
Maharashtra,77,Ralegaon ,1 Ashok Ramaji Wooike (Uike),MALE,55.0,ST,BJP,Lotus,90530,293.0,90823,45.94538538,283514.0
Maharashtra,77,Ralegaon ,2 Vasant Chindhuji Purke,MALE,63.0,ST,INC,Hand,80706,242.0,80948,40.94983711,283514.0
Maharashtra,77,Ralegaon ,3 Kohale Madhav Zingraji,MALE,48.0,ST,VBA,Gas Cylinder,10682,23.0,10705,5.415427265,283514.0
Maharashtra,77,Ralegaon ,4 Shailesh Bhaskar Kisan Gadekar,MALE,35.0,ST,BSP,Elephant,3367,3.0,3370,1.704809891,283514.0
Maharashtra,77,Ralegaon ,5 Gulab Janba Pandhare,MALE,55.0,ST,PHJSP,Cup & Saucer,3345,2.0,3347,1.69317469,283514.0
Maharashtra,77,Ralegaon ,7 Uttam Somaji Mankar,MALE,59.0,ST,IND,Auto- Rickshaw,1736,3.0,1739,0.879722374,283514.0
Maharashtra,77,Ralegaon ,8 Madhukar Bhimrao Ghasalkar,MALE,59.0,ST,IND,Television,1159,1.0,1160,0.586818835,283514.0
Maharashtra,77,Ralegaon ,9 Madhusudan Bapurao Kove,MALE,48.0,ST,IND,Helicopter,964,2.0,966,0.488678444,283514.0
Maharashtra,77,Ralegaon ,10 Sachin Vinayak Kinnake,MALE,32.0,ST,BMUP,Cot,655,3.0,658,0.332867925,283514.0
Maharashtra,77,Ralegaon ,11 Kavita Shankar Kanake,FEMALE,31.0,ST,BVA,Whistle,648,2.0,650,0.328820899,283514.0
Maharashtra,77,Ralegaon ,12 Namdeo Sheshrao Atram,MALE,49.0,ST,SaRaPa,Sewing Machine,438,0.0,438,0.221574698,283514.0
Maharashtra,77,Ralegaon ,13 Digambar Bhawrao Meshram,MALE,46.0,ST,IND,Key,420,0.0,420,0.212468888,283514.0
Maharashtra,77,Ralegaon ,14 Homdeo Haribhau Kanake,MALE,61.0,ST,BALP,Plate Containing Food,396,0.0,396,0.200327809,283514.0
Maharashtra,78,Yavatmal,1 MADAN MADHUKAR YERAWAR,MALE,56.0,GENERAL,BJP,Lotus,79913,512.0,80425,37.28264346,384935.0
Maharashtra,78,Yavatmal,2 ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,MALE,60.0,GENERAL,INC,Hand,77287,885.0,78172,36.23821952,384935.0
Maharashtra,78,Yavatmal,3 SANTOSH MAROTRAO DHAWALE,MALE,48.0,GENERAL,IND,Ring,38179,166.0,38345,17.77560415,384935.0
Maharashtra,78,Yavatmal,4 YOGESH SHIVRAM DESHMUKH PARWEKAR,MALE,45.0,GENERAL,VBA,Gas Cylinder,7812,118.0,7930,3.676112685,384935.0
Maharashtra,78,Yavatmal,5 BIPIN ANIL CHAUDHARI,MALE,37.0,GENERAL,PHJSP,Cup & Saucer,3724,33.0,3757,1.741633715,384935.0
Maharashtra,78,Yavatmal,6 SANDIP ANANT DEVKATE,MALE,38.0,GENERAL,BSP,Elephant,1837,11.0,1848,0.856677962,384935.0
Maharashtra,78,Yavatmal,"8 AMOL LAXMANRAO BORKHADE, ADVOCATE",MALE,44.0,GENERAL,VRA,Whistle,1307,9.0,1316,0.610058549,384935.0
Maharashtra,78,Yavatmal,9 MANOJ MAHADEORAO GEDAM,MALE,42.0,SC,IND,Pan,584,3.0,587,0.272115781,384935.0
Maharashtra,78,Yavatmal,10 SARIKA ABHIJIT BHAGAT,FEMALE,40.0,GENERAL,BMUP,Cot,380,7.0,387,0.179401716,384935.0
Maharashtra,78,Yavatmal,11 ABDUL AZIZ ABDUL SATTAR DUNGE,MALE,36.0,GENERAL,SVPP,Mike,359,0.0,359,0.166421747,384935.0
Maharashtra,78,Yavatmal,12 JAVED HAMID SHEIKH,MALE,42.0,GENERAL,IND,Almirah,313,1.0,314,0.145561082,384935.0
Maharashtra,78,Yavatmal,13 BAJAJ SHAM OMPRAKASH,MALE,38.0,GENERAL,BALP,Plate Containing Food,309,0.0,309,0.143243231,384935.0
Maharashtra,78,Yavatmal,14 ASHOK CHANDRABHANJI KALMORE,MALE,51.0,GENERAL,IND,Air Conditioner,183,0.0,183,0.08483337,384935.0
Maharashtra,79,Digras,1 Rathod Sanjay Dulichand,MALE,48.0,GENERAL,SHS,Bow and Arrow,136338,486.0,136824,60.60165828,322980.0
Maharashtra,79,Digras,2 Deshmukh Sanjay Uttamrao,MALE,51.0,GENERAL,IND,Cup & Saucer,72860,357.0,73217,32.42904472,322980.0
Maharashtra,79,Digras,3 Tarik Sahir Lokhandwala,MALE,42.0,GENERAL,NCP,Clock,6168,37.0,6205,2.748299199,322980.0
Maharashtra,79,Digras,4 Adv. Shehjad Samiulla Khan,MALE,35.0,GENERAL,VBA,Gas Cylinder,3048,29.0,3077,1.362855219,322980.0
Maharashtra,79,Digras,5 Devrao Ramnath Masal,MALE,59.0,GENERAL,BALP,Plate Containing Food,1810,1.0,1811,0.802122458,322980.0
Maharashtra,79,Digras,7 Ejaj Navaj Khan,MALE,39.0,GENERAL,BSP,Elephant,952,7.0,959,0.424757282,322980.0
Maharashtra,79,Digras,8 Bimod Vitthal Mudhane,MALE,40.0,GENERAL,BMUP,Cot,869,6.0,875,0.387552264,322980.0
Maharashtra,79,Digras,9 Nandubhau Thakare,MALE,44.0,GENERAL,IND,Key,742,1.0,743,0.329087237,322980.0
Maharashtra,79,Digras,10 Bhimrao Keshravrao Patil,MALE,73.0,GENERAL,IND,Room Cooler,584,2.0,586,0.259549288,322980.0
Maharashtra,79,Digras,11 Ashish Manoharrao Deshmukh,MALE,36.0,GENERAL,IND,Spanner,396,0.0,396,0.175395082,322980.0
Maharashtra,80,Arni ,1 DR. DHURVE SANDEEP PRABHAKAR,MALE,52.0,ST,BJP,Lotus,81248,351.0,81599,38.6187019,312268.0
Maharashtra,80,Arni ,2 SHIVAJIRAO SHIVRAMJI MOGHE,MALE,74.0,ST,INC,Hand,78089,357.0,78446,37.12646833,312268.0
Maharashtra,80,Arni ,3 RAJU NARAYAN TODSAM,MALE,44.0,ST,IND,BOX,26826,123.0,26949,12.75426657,312268.0
Maharashtra,80,Arni ,4 NIRANJAN SHIVRAM MASRAM,MALE,53.0,ST,VBA,Gas Cylinder,12253,54.0,12307,5.824585648,312268.0
Maharashtra,80,Arni ,5 Adv. ANIL BHIMRAO KINAKE,MALE,39.0,ST,BMUP,Cot,2768,23.0,2791,1.320908308,312268.0
Maharashtra,80,Arni ,7 Baliram Abhiman Neware,MALE,67.0,ST,BSP,Elephant,2022,10.0,2032,0.961693186,312268.0
Maharashtra,80,Arni ,8 RAHUL SUBHASH SOYAM,MALE,25.0,ST,IND,Slate,1330,2.0,1332,0.630401242,312268.0
Maharashtra,80,Arni ,9 Aitwar Ramreddy Ramkishtu,MALE,67.0,ST,IND,Helicopter,1212,6.0,1218,0.576447982,312268.0
Maharashtra,80,Arni ,10 ATRAM MAROTI ALIAS PAVANKUMAR,MALE,59.0,ST,GGP,Saw,751,2.0,753,0.356375477,312268.0
Maharashtra,80,Arni ,11 KRUSHNA TUKARAM ADE,MALE,32.0,ST,IND,Scissors,740,0.0,740,0.350222912,312268.0
Maharashtra,80,Arni ,12 SONERAO LAKHUJI KOTNAKE,MALE,62.0,ST,IND,BUCKET,714,2.0,716,0.338864331,312268.0
Maharashtra,81,Pusad ,1 Naik Indranil Manohar,MALE,37.0,GENERAL,NCP,Clock,88560,583.0,89143,47.05208597,293635.0
Maharashtra,81,Pusad ,2 Nilay Madhukar Naik,MALE,56.0,GENERAL,BJP,Lotus,79080,362.0,79442,41.93163584,293635.0
Maharashtra,81,Pusad ,3 (Nana) Bele Dnyaneshwar Dadarao,MALE,40.0,ST,VBA,Gas Cylinder,11183,72.0,11255,5.940693354,293635.0
Maharashtra,81,Pusad ,4 Shaligram Tukaram Tambare,MALE,55.0,ST,BAHUMP,Whistle,2151,2.0,2153,1.136411621,293635.0
Maharashtra,81,Pusad ,6 Adv. Savitatai Adhao,FEMALE,42.0,SC,BSP,Elephant,1426,5.0,1431,0.755320497,293635.0
Maharashtra,81,Pusad ,7 Abhay Madhukar Gadam,MALE,51.0,GENERAL,MNS,Railway Engine,1296,6.0,1302,0.687230808,293635.0
Maharashtra,81,Pusad ,8 Jinkar Sudam Rathod,MALE,33.0,GENERAL,IND,Television,900,1.0,901,0.475572165,293635.0
Maharashtra,81,Pusad ,9 Mazeed Lala,MALE,39.0,GENERAL,TPSTP,Kettle,897,0.0,897,0.473460856,293635.0
Maharashtra,81,Pusad ,10 Uttam Bhagaji Kumble,MALE,51.0,SC,PRCP,Cup & Saucer,508,3.0,511,0.269719618,293635.0
Maharashtra,81,Pusad ,11 Namdevrao Yashawantrao Ingale,MALE,59.0,ST,APoI,Coat,493,9.0,502,0.264969175,293635.0
Maharashtra,81,Pusad ,12 Anil Laxman Rathod,MALE,27.0,GENERAL,DONP,Tractor Chalata Kissan,473,1.0,474,0.250190018,293635.0
Maharashtra,82,Umarkhed ,1 Namdev Jayram Sasane,MALE,47.0,SC,BJP,Lotus,87048,289.0,87337,44.39750707,293480.0
Maharashtra,82,Umarkhed ,2 Khadse Vijayrao Yadavrao,MALE,63.0,SC,INC,Hand,77621,429.0,78050,39.67648793,293480.0
Maharashtra,82,Umarkhed ,3 Dr. Vinkare Vishwanath Umaji,MALE,60.0,SC,IND,Whistle,18164,84.0,18248,9.276317127,293480.0
Maharashtra,82,Umarkhed ,4 Pramod Motiram Duthade,MALE,50.0,SC,VBA,Gas Cylinder,6411,22.0,6433,3.270196629,293480.0
Maharashtra,82,Umarkhed ,6 Prof. Minakshi A. Savalkar,FEMALE,47.0,SC,BSP,Elephant,1211,2.0,1213,0.616624982,293480.0
Maharashtra,82,Umarkhed ,7 Ranveer Sandesh Gautamrao,MALE,39.0,SC,IND,Key,1109,0.0,1109,0.563756888,293480.0
